Datetime_UTC,Datetime_local,Lat_N,Lon_E,Site_description,Depth,Temperature,Salinity,TA,DIC,Nitrate,Ammonium,Ammonium_flag,Phosphate,Silicate,pH
2018-05-23T04:05Z,2018-05-23T17:05,-2.801,-171.701,Kanton; Lagoon,1,29.1,35.48,,,,,,,,
1973-11-28T07:00Z,1973-11-27T19:00,-2.865,-171.625,Kanton; Lagoon,0,,39.29,2365.9,1749.2,,,,,,8.377
1973-11-28T07:00Z,1973-11-27T19:00,-2.867,-171.625,Kanton; Lagoon,0,,39.52,2322.0,1733.6,,,,,,8.35
1973-11-28T22:05Z,1973-11-28T10:05,-2.777,-171.709,Kanton; Lagoon,0,27,37.76,2372.7,1919.8,,,,,,8.191
1973-11-28T23:30Z,1973-11-28T11:30,-2.777,-171.718,Kanton; Lagoon,0,27,37.76,2362.0,1909.0,,,,,,8.193
1973-11-28T23:30Z,1973-11-28T11:30,-2.776,-171.718,Kanton; Lagoon,2,27,37.79,2333.7,1884.2,,,,,,8.193
1973-11-27T23:45Z,1973-11-27T11:45,-2.776,-171.715,Kanton; Lagoon,0,27,37.92,2346.3,1887.3,,,,,,8.202
1973-11-28T23:45Z,1973-11-28T11:45,-2.776,-171.715,Kanton; Lagoon,4,27,37.97,2313.2,1856.6,,,,,,8.204
1973-11-29T00:05Z,1973-11-28T12:05,-2.782,-171.712,Kanton; Lagoon,0,27,37.34,2297.6,1855.7,,,,,,8.195
1973-11-29T00:05Z,1973-11-28T12:05,-2.782,-171.712,Kanton; Lagoon,4,27,37.38,2300.5,1859.3,,,,,,8.193
1973-11-29T00:15Z,1973-11-28T12:15,-2.790,-171.711,Kanton; Lagoon,0,27,36.74,2314.1,1874.1,,,,,,8.197
1973-11-29T00:15Z,1973-11-28T12:15,-2.790,-171.711,Kanton; Lagoon,3,27,36.77,2289.8,1854.8,,,,,,8.194
1973-11-29T01:00Z,1973-11-28T13:00,-2.806,-171.714,Kanton; Lagoon,0,27,35.96,2370.7,1920.8,,,,,,8.21
1973-11-29T01:00Z,1973-11-28T13:00,-2.806,-171.714,Kanton; Lagoon,2,27,36.95,2388.3,1928.0,,,,,,8.208
1973-11-29T01:00Z,1973-11-28T13:00,-2.806,-171.714,Kanton; Lagoon,4,27,35.95,2381.5,1930.1,,,,,,8.21
1973-11-29T01:00Z,1973-11-28T13:00,-2.806,-171.714,Kanton; Lagoon,6,27,35.95,2379.5,1929.1,,,,,,8.209
1973-11-29T01:15Z,1973-11-28T13:15,-2.814,-171.706,Kanton; Lagoon,0,27,36.13,2365.9,1909.0,,,,,,8.218
1973-11-29T01:15Z,1973-11-28T13:15,-2.814,-171.706,Kanton; Lagoon,2,27,36.09,2366.8,1911.6,,,,,,8.216
1973-11-29T01:15Z,1973-11-28T13:15,-2.814,-171.706,Kanton; Lagoon,4,27,36.1,2379.5,1916.4,,,,,,8.224
1973-11-29T01:15Z,1973-11-28T13:15,-2.814,-171.706,Kanton; Lagoon,6,27,36.11,2377.6,1916.1,,,,,,8.222
1973-11-29T01:33Z,1973-11-28T13:33,-2.819,-171.700,Kanton; Lagoon,0,27,36.45,2347.3,1878.7,,,,,,8.233
1973-11-29T01:33Z,1973-11-28T13:33,-2.819,-171.700,Kanton; Lagoon,6,27,36.61,2339.5,1878.6,,,,,,8.222
1973-11-29T01:50Z,1973-11-28T13:50,-2.825,-171.689,Kanton; Lagoon,0,27,36.72,2326.8,1867.5,,,,,,8.221
1973-11-29T01:50Z,1973-11-28T13:50,-2.825,-171.689,Kanton; Lagoon,5,27,36.74,2316.1,1859.5,,,,,,8.219
1973-11-29T20:25Z,1973-11-29T08:25,-2.850,-171.635,Kanton; Lagoon,0,,39.1,2350.2,1828.1,,,,,,8.268
1973-11-29T20:25Z,1973-11-29T08:25,-2.850,-171.635,Kanton; Lagoon,4,,39.01,2344.4,1821.5,,,,,,8.271
1973-11-30T00:00Z,1973-11-29T12:00,-2.850,-171.635,Kanton; Lagoon,0,,39.03,2311.2,1782.4,,,,,,8.285
1973-11-30T00:00Z,1973-11-29T12:00,-2.850,-171.635,Kanton; Lagoon,2,,39.03,2317.1,1784.9,,,,,,8.288
1973-11-29T21:10Z,1973-11-29T09:10,-2.836,-171.633,Kanton; Lagoon,0,,38.99,2325.9,1799.1,,,,,,8.28
1973-11-29T21:10Z,1973-11-29T09:10,-2.836,-171.633,Kanton; Lagoon,4,,38.97,2314.1,1787.8,,,,,,8.282
1973-11-29T21:35Z,1973-11-29T09:35,-2.826,-171.647,Kanton; Lagoon,0,,38.97,2313.2,1783.1,,,,,,8.287
1973-11-29T21:35Z,1973-11-29T09:35,-2.826,-171.647,Kanton; Lagoon,3,,38.95,2306.3,1773.5,,,,,,8.292
1973-11-29T22:00Z,1973-11-29T10:00,-2.808,-171.655,Kanton; Lagoon,0,,38.11,2306.3,1790.6,,,,,,8.281
1973-11-29T22:00Z,1973-11-29T10:00,-2.808,-171.655,Kanton; Lagoon,4,,38.23,2319.0,1799.2,,,,,,8.282
1973-11-29T22:30Z,1973-11-29T10:30,-2.825,-171.655,Kanton; Lagoon,0,,38.46,2322.9,1803.4,,,,,,8.278
1973-11-29T22:30Z,1973-11-29T10:30,-2.825,-171.655,Kanton; Lagoon,3,,38.38,2304.4,1783.1,,,,,,8.285
1973-11-29T22:55Z,1973-11-29T10:55,-2.831,-171.655,Kanton; Lagoon,0,,38.53,2332.7,1811.8,,,,,,8.277
1973-11-29T22:55Z,1973-11-29T10:55,-2.831,-171.655,Kanton; Lagoon,3,,38.51,2319.0,1799.6,,,,,,8.278
1973-11-29T23:27Z,1973-11-29T11:27,-2.842,-171.646,Kanton; Lagoon,0,,39,2310.2,1780.3,,,,,,8.287
1973-11-29T23:27Z,1973-11-29T11:27,-2.842,-171.646,Kanton; Lagoon,2,,39,2311.2,1781.1,,,,,,8.287
1973-11-30T00:30Z,1973-11-29T12:30,-2.855,-171.631,Kanton; Lagoon,0,,39.11,2317.1,1789.8,,,,,,8.281
1973-11-30T00:30Z,1973-11-29T12:30,-2.855,-171.631,Kanton; Lagoon,4,,39.12,2325.9,1795.3,,,,,,8.283
1973-11-30T00:50Z,1973-11-29T12:50,-2.866,-171.626,Kanton; Lagoon,0,,39.17,2309.3,1769.8,,,,,,8.297
1973-11-30T00:50Z,1973-11-29T12:50,-2.866,-171.626,Kanton; Lagoon,1,,39.16,2322.9,1779.7,,,,,,8.299
1973-11-30T19:55Z,1973-11-30T07:55,-2.811,-171.718,Kanton; Lagoon,0,27,35.71,2520.0,2031.8,,,,,,8.236
1973-11-30T20:56Z,1973-11-30T08:56,-2.811,-171.718,Kanton; Lagoon,0,28,35.69,2530.7,2033.7,,,,,,8.23
1973-11-30T21:54Z,1973-11-30T09:54,-2.811,-171.718,Kanton; Lagoon,0,27,35.7,2503.4,2004.9,,,,,,8.252
1973-11-30T22:55Z,1973-11-30T10:55,-2.811,-171.718,Kanton; Lagoon,0,28,35.73,2494.6,1997.7,,,,,,8.236
1973-11-30T23:55Z,1973-11-30T11:55,-2.811,-171.718,Kanton; Lagoon,0,28,35.73,2500.5,1994.6,,,,,,8.246
1973-12-01T01:00Z,1973-11-30T13:00,-2.811,-171.718,Kanton; Lagoon,0,28,35.17,2492.7,1963.1,,,,,,8.284
1973-12-01T01:56Z,1973-11-30T13:56,-2.811,-171.718,Kanton; Lagoon,0,28,35.73,2495.6,1979.2,,,,,,8.26
1973-12-01T02:57Z,1973-11-30T14:57,-2.811,-171.718,Kanton; Lagoon,0,28,35.78,2482.0,1967.1,,,,,,8.26
1973-12-01T04:26Z,1973-11-30T16:26,-2.811,-171.718,Kanton; Lagoon,0,27,35.69,2490.7,1973.4,,,,,,8.278
1973-12-01T05:27Z,1973-11-30T17:27,-2.811,-171.718,Kanton; Lagoon,0,27,35.69,2508.3,1989.1,,,,,,8.277
1973-12-01T20:11Z,1973-12-01T08:11,-2.811,-171.718,Kanton; Lagoon,0,,35.68,2490.7,1941.5,,,,,,8.317
1973-11-30T20:28Z,1973-11-30T08:28,-2.815,-171.716,Kanton; Lagoon,0,27,35.71,2520.0,2031.8,,,,,,8.236
1973-11-30T21:05Z,1973-11-30T09:05,-2.815,-171.716,Kanton; Lagoon,0,27,35.69,2509.3,2009.2,,,,,,8.253
1973-11-30T22:02Z,1973-11-30T10:02,-2.815,-171.716,Kanton; Lagoon,0,27,35.69,2506.3,1998.7,,,,,,8.263
1973-11-30T23:03Z,1973-11-30T11:03,-2.815,-171.716,Kanton; Lagoon,0,28,35.7,2493.7,1973.0,,,,,,8.266
1973-12-01T00:02Z,1973-11-30T12:02,-2.815,-171.716,Kanton; Lagoon,0,28,35.76,2480.0,1961.6,,,,,,8.265
1973-12-01T01:08Z,1973-11-30T13:08,-2.815,-171.716,Kanton; Lagoon,0,28,35.78,2489.8,1964.8,,,,,,8.271
1973-12-01T02:05Z,1973-11-30T14:05,-2.815,-171.716,Kanton; Lagoon,0,28,35.71,2477.1,1954.8,,,,,,8.271
1973-12-01T03:05Z,1973-11-30T15:05,-2.815,-171.716,Kanton; Lagoon,0,28,35.82,2474.1,1951.1,,,,,,8.271
1973-12-01T04:35Z,1973-11-30T16:35,-2.815,-171.716,Kanton; Lagoon,0,28,35.82,2474.1,1934.0,,,,,,8.292
1973-12-01T05:30Z,1973-11-30T17:30,-2.815,-171.716,Kanton; Lagoon,0,28,35.69,2500.5,1978.0,,,,,,8.267
1973-12-01T20:02Z,1973-12-01T08:02,-2.815,-171.716,Kanton; Lagoon,0,,35.69,2497.6,1964.5,,,,,,8.296
1973-12-01T21:15Z,1973-12-01T09:15,-2.857,-171.629,Kanton; Lagoon,0,,,2365.9,2155.4,,,,,,8.276
1973-12-02T02:45Z,1973-12-01T14:45,-2.785,-171.712,Kanton; Lagoon,0,,36.93,2391.2,1873.1,,,,,,8.282
1973-12-02T03:20Z,1973-12-01T15:20,-2.793,-171.714,Kanton; Lagoon,0,,36.52,2405.9,1885.7,,,,,,8.287
1973-12-02T03:35Z,1973-12-01T15:35,-2.802,-171.705,Kanton; Lagoon,0,,36.09,2435.1,1954.4,,,,,,8.237
1973-12-02T21:05Z,1973-12-02T09:05,-2.774,-171.717,Kanton; Lagoon,0,27,37.87,2378.5,1843.3,,,,,,8.294
1973-12-02T21:25Z,1973-12-02T09:25,-2.777,-171.706,Kanton; Lagoon,0,27,37.81,2372.7,1842.2,,,,,,8.29
1973-12-02T21:45Z,1973-12-02T09:45,-2.779,-171.695,Kanton; Lagoon,0,27,37.74,2372.7,1838.9,,,,,,8.295
1973-12-02T22:00Z,1973-12-02T10:00,-2.784,-171.689,Kanton; Lagoon,0,27,37.75,2381.5,1843.7,,,,,,8.298
1973-12-02T22:15Z,1973-12-02T10:15,-2.794,-171.675,Kanton; Lagoon,0,27,37.71,2383.4,1856.2,,,,,,8.285
1973-12-02T22:45Z,1973-12-02T10:45,-2.802,-171.666,Kanton; Lagoon,0,27,38.15,2378.5,1847.7,,,,,,8.285
1973-12-02T23:00Z,1973-12-02T11:00,-2.817,-171.669,Kanton; Lagoon,0,28,38.21,2374.6,1837.8,,,,,,8.277
1973-12-02T23:15Z,1973-12-02T11:15,-2.823,-171.669,Kanton; Lagoon,0,27,38.24,2369.8,1838.6,,,,,,8.286
1973-12-02T23:35Z,1973-12-02T11:35,-2.832,-171.675,Kanton; Lagoon,0,27,37.66,2377.6,1852.6,,,,,,8.284
1973-12-03T00:00Z,1973-12-02T12:00,-2.831,-171.678,Kanton; Lagoon,0,27,37.42,2387.3,1862.5,,,,,,8.285
1973-12-03T00:25Z,1973-12-02T12:25,-2.822,-171.677,Kanton; Lagoon,0,27,37.18,2400.0,1874.0,,,,,,8.287
1973-12-03T00:45Z,1973-12-02T12:45,-2.810,-171.682,Kanton; Lagoon,0,27,36.89,2415.6,1891.7,,,,,,8.285
1973-12-03T01:05Z,1973-12-02T13:05,-2.810,-171.690,Kanton; Lagoon,0,27,36.62,2426.3,1893.9,,,,,,8.297
1973-12-03T01:30Z,1973-12-02T13:30,-2.802,-171.700,Kanton; Lagoon,0,27,35.87,2476.1,1943.6,,,,,,8.297
1973-12-04T19:55Z,1973-12-04T07:55,-2.807,-171.718,Kanton; Lagoon,0,27,35.98,2494.6,2019.8,,,,,,8.22
1973-12-04T20:30Z,1973-12-04T08:30,-2.801,-171.716,Kanton; Lagoon,0,27,36.27,2452.7,1978.5,,,,,,8.223
1973-12-04T20:50Z,1973-12-04T08:50,-2.790,-171.719,Kanton; Lagoon,0,27,36.01,2387.3,1931.6,,,,,,8.214
1973-12-04T21:30Z,1973-12-04T09:30,-2.792,-171.702,Kanton; Lagoon,0,27,36.94,2407.8,1923.4,,,,,,8.236
1973-12-04T21:45Z,1973-12-04T09:45,-2.789,-171.701,Kanton; Lagoon,0,27,37.62,2398.0,1871.9,,,,,,8.282
1973-12-04T22:00Z,1973-12-04T10:00,-2.790,-171.694,Kanton; Lagoon,0,27,37.65,2413.7,1895.2,,,,,,8.269
1973-12-04T22:15Z,1973-12-04T10:15,-2.796,-171.692,Kanton; Lagoon,0,27,37.48,2408.8,1897.6,,,,,,8.263
1973-12-04T22:30Z,1973-12-04T10:30,-2.817,-171.683,Kanton; Lagoon,0,27,37.2,2426.3,1917.7,,,,,,8.26
1973-12-04T23:10Z,1973-12-04T11:10,-2.807,-171.681,Kanton; Lagoon,0,27,37.28,2413.7,1903.7,,,,,,8.263
1973-12-04T23:35Z,1973-12-04T11:35,-2.818,-171.688,Kanton; Lagoon,0,27,36.98,2419.5,1905.3,,,,,,8.271
1973-12-04T23:54Z,1973-12-04T11:54,-2.821,-171.711,Kanton; Lagoon,0,27,35.98,2504.4,1963.8,,,,,,8.3
1973-12-05T00:20Z,1973-12-04T12:20,-2.828,-171.705,Kanton; Lagoon,0,27,35.98,2493.7,1973.6,,,,,,8.277
1973-12-01T22:20Z,1973-12-01T10:20,-2.821,-171.714,Kanton; Lagoon,0,,35.71,2488.8,1942.0,,,,,,8.314
1973-12-02T01:50Z,1973-12-01T13:50,-2.832,-171.686,Kanton; Lagoon,0,,35.75,2392.2,1838.0,,,,,,8.342
1973-12-02T03:15Z,1973-12-01T15:15,-2.841,-171.659,Kanton; Lagoon,0,,39.79,2307.3,1675.5,,,,,,8.402
1973-12-03T00:35Z,1973-12-02T12:35,-2.846,-171.652,Kanton; Lagoon,0,,39.5,2382.4,1862.6,,,,,,8.254
1973-12-03T04:00Z,1973-12-02T16:00,-2.823,-171.650,Kanton; Lagoon,0,,38.86,2421.5,1897.8,,,,,,8.259
1973-12-03T22:21Z,1973-12-03T10:21,-2.822,-171.714,Kanton; Lagoon,0,,35.72,2540.5,2032.4,,,,,,8.257
1973-12-03T22:45Z,1973-12-03T10:45,-2.826,-171.710,Kanton; Lagoon,0,,35.94,2518.0,2014.2,,,,,,8.253
1973-12-03T23:17Z,1973-12-03T11:17,-2.830,-171.708,Kanton; Lagoon,0,,35.94,2489.8,1944.5,,,,,,8.309
1973-12-03T23:44Z,1973-12-03T11:44,-2.832,-171.700,Kanton; Lagoon,0,,37.34,2449.8,1858.3,,,,,,8.354
1973-12-04T00:00Z,1973-12-03T12:00,-2.831,-171.689,Kanton; Lagoon,0,,39.6,2432.2,1834.2,,,,,,8.337
1973-12-04T00:17Z,1973-12-03T12:17,-2.836,-171.671,Kanton; Lagoon,0,,39.55,2408.8,1818.8,,,,,,8.333
1973-12-04T00:38Z,1973-12-03T12:38,-2.845,-171.652,Kanton; Lagoon,0,,39.64,2402.9,1872.8,,,,,,8.261
1973-12-04T01:00Z,1973-12-03T13:00,-2.860,-171.634,Kanton; Lagoon,0,,39.93,2407.8,1795.3,,,,,,8.355
1973-12-04T01:25Z,1973-12-03T13:25,-2.870,-171.623,Kanton; Lagoon,0,,41.34,2311.2,1621.2,,,,,,8.45
1973-12-04T02:55Z,1973-12-03T14:55,-2.865,-171.624,Kanton; Lagoon,0,,39.25,2390.2,1833.3,,,,,,8.301
1973-12-04T03:32Z,1973-12-03T15:32,-2.850,-171.630,Kanton; Lagoon,0,,38.57,2410.7,1863.1,,,,,,8.294
1973-12-04T03:48Z,1973-12-03T15:48,-2.831,-171.634,Kanton; Lagoon,0,,38.96,2370.7,1771.0,,,,,,8.36
1973-12-04T21:35Z,1973-12-04T09:35,-2.831,-171.634,Kanton; Lagoon,0,,39.07,2348.3,1824.4,,,,,,8.271
1973-12-04T04:09Z,1973-12-03T16:09,-2.811,-171.643,Kanton; Lagoon,0,,39.1,2351.2,1628.0,,,,,,8.507
1973-12-04T22:05Z,1973-12-04T10:05,-2.811,-171.643,Kanton; Lagoon,0,,38.67,2402.9,1868.6,,,,,,8.278
1973-12-04T04:23Z,1973-12-03T16:23,-2.804,-171.658,Kanton; Lagoon,0,,38.12,2372.7,1645.5,,,,,,8.519
1973-12-04T22:30Z,1973-12-04T10:30,-2.804,-171.658,Kanton; Lagoon,0,,38.43,2311.2,1764.4,,,,,,8.315
1973-12-01T22:36Z,1973-12-01T10:36,-2.793,-171.673,Kanton; Lagoon,0,,37.64,2275.1,1732.1,,,,,,8.328
1973-12-04T22:52Z,1973-12-04T10:52,-2.782,-171.689,Kanton; Lagoon,0,,36.9,2300.5,1767.2,,,,,,8.32
1973-12-01T23:05Z,1973-12-01T11:05,-2.775,-171.706,Kanton; Lagoon,0,,36.96,2373.7,1836.4,,,,,,8.309
1973-12-04T23:15Z,1973-12-04T11:15,-2.774,-171.720,Kanton; Lagoon,0,,37.75,2372.7,1762.0,,,,,,8.388
1973-12-04T23:27Z,1973-12-04T11:27,-2.807,-171.720,Kanton; Lagoon,0,,36.08,2445.9,1868.9,,,,,,8.354
1973-12-04T23:31Z,1973-12-04T11:31,-2.800,-171.721,Kanton; Lagoon,0,,36.65,2396.1,1758.5,,,,,,8.429
1973-12-04T23:50Z,1973-12-04T11:50,-2.785,-171.716,Kanton; Lagoon,0,,37.53,2351.2,1758.6,,,,,,8.374
1973-12-02T00:20Z,1973-12-01T12:20,-2.816,-171.720,Kanton; Ocean,0,,35.71,2480.0,1935.5,,,,,,8.313
1973-12-01T23:30Z,1973-12-01T11:30,-2.826,-171.717,Kanton; Ocean,0,,35.7,2483.9,1798.2,,,,,,8.477
1973-12-02T01:40Z,1973-12-01T13:40,-2.832,-171.686,Kanton; Ocean,0,,35.75,2471.2,1600.2,,,,,,8.689
1973-12-02T03:25Z,1973-12-01T15:25,-2.843,-171.660,Kanton; Ocean,0,,35.82,2437.1,1687.0,,,,,,8.56
1973-12-03T02:40Z,1973-12-02T14:40,-2.868,-171.619,Kanton; Ocean,0,,35.78,2496.6,1858.3,,,,,,8.419
1973-12-03T03:45Z,1973-12-02T15:45,-2.851,-171.624,Kanton; Ocean,0,,35.72,2468.3,1915.7,,,,,,8.325
1973-12-03T22:40Z,1973-12-03T10:40,-2.823,-171.718,Kanton; Ocean,0,,35.7,2520.0,1990.7,,,,,,8.287
1973-12-03T22:50Z,1973-12-03T10:50,-2.828,-171.715,Kanton; Ocean,0,,35.74,2515.1,1873.8,,,,,,8.419
1973-12-03T23:20Z,1973-12-03T11:20,-2.832,-171.712,Kanton; Ocean,0,,35.8,2541.5,1907.6,,,,,,8.404
1973-12-03T23:45Z,1973-12-03T11:45,-2.835,-171.700,Kanton; Ocean,0,,35.76,2523.9,1929.4,,,,,,8.363
1973-12-04T00:00Z,1973-12-03T12:00,-2.834,-171.689,Kanton; Ocean,0,,35.8,2516.1,1877.4,,,,,,8.415
1973-12-04T00:20Z,1973-12-03T12:20,-2.839,-171.672,Kanton; Ocean,0,,35.75,2509.3,1908.0,,,,,,8.374
1973-12-04T00:39Z,1973-12-03T12:39,-2.847,-171.654,Kanton; Ocean,0,,35.8,2512.2,1912.4,,,,,,8.371
1973-12-04T01:02Z,1973-12-03T13:02,-2.865,-171.637,Kanton; Ocean,0,,35.78,2518.0,1898.4,,,,,,8.393
1973-12-04T03:01Z,1973-12-03T15:01,-2.861,-171.620,Kanton; Ocean,0,,35.74,2503.4,1917.8,,,,,,8.357
1973-12-04T03:35Z,1973-12-03T15:35,-2.848,-171.627,Kanton; Ocean,0,,35.71,2514.1,1969.1,,,,,,8.307
1973-12-04T03:30Z,1973-12-03T15:30,-2.829,-171.631,Kanton; Ocean,0,,35.73,2509.3,1951.5,,,,,,8.323
1973-12-04T04:08Z,1973-12-03T16:08,-2.810,-171.640,Kanton; Ocean,0,,35.73,2507.3,1928.8,,,,,,8.348
1973-12-04T04:25Z,1973-12-03T16:25,-2.800,-171.656,Kanton; Ocean,0,,35.91,2490.7,1676.3,,,,,,8.617
